MSTRG.2	Zm00001d027230
MSTRG.1059	Zm00001d028218
MSTRG.1060	Zm00001d028219
MSTRG.1062	Zm00001d028220
MSTRG.1064	Zm00001d028221
MSTRG.1065	Zm00001d028222
MSTRG.1066	Zm00001d028223
MSTRG.1067	Zm00001d028224
MSTRG.1068	Zm00001d028225
MSTRG.1071	Zm00001d028226
MSTRG.1073	Zm00001d028231
MSTRG.1074	Zm00001d028227
MSTRG.1075	Zm00001d028228
MSTRG.1076	Zm00001d028230
MSTRG.1078	Zm00001d028229
MSTRG.1080	Zm00001d028232
MSTRG.1081	Zm00001d028233
MSTRG.1082	Zm00001d028235
MSTRG.1084	Zm00001d028237
MSTRG.1085	Zm00001d028238
MSTRG.1086	Zm00001d028239
MSTRG.1087	Zm00001d028241
MSTRG.1088	Zm00001d028240
MSTRG.1089	Zm00001d028243
MSTRG.1091	Zm00001d028244
MSTRG.1092	Zm00001d028245
MSTRG.1094	Zm00001d028248
MSTRG.1095	Zm00001d028249
MSTRG.1097	Zm00001d028250
MSTRG.1098	Zm00001d028252
MSTRG.1099	Zm00001d028254
MSTRG.1100	Zm00001d028255
MSTRG.1102	Zm00001d028256
MSTRG.1102	Zm00001d028257
MSTRG.1104	Zm00001d028258
MSTRG.1105	Zm00001d028260
MSTRG.1106	Zm00001d028261
MSTRG.1110	Zm00001d028263
MSTRG.1112	Zm00001d028264
MSTRG.1116	Zm00001d028265
MSTRG.1118	Zm00001d028262
MSTRG.1119	Zm00001d028267
MSTRG.1121	Zm00001d028273
MSTRG.1122	Zm00001d028268
MSTRG.1123	Zm00001d028269
MSTRG.1124	Zm00001d028270
MSTRG.1125	Zm00001d028271
MSTRG.1126	Zm00001d028272
MSTRG.1129	Zm00001d028274
MSTRG.1130	Zm00001d028275
MSTRG.1131	Zm00001d028276
MSTRG.1133	Zm00001d028277
MSTRG.1134	Zm00001d028278
MSTRG.1135	Zm00001d028279
MSTRG.1136	Zm00001d028282
MSTRG.1136	Zm00001d028286
MSTRG.1136	Zm00001d028294
MSTRG.1137	Zm00001d028280
MSTRG.1138	Zm00001d028281
MSTRG.1141	Zm00001d028284
MSTRG.1142	Zm00001d028285
MSTRG.1144	Zm00001d028293
MSTRG.1145	Zm00001d028287
MSTRG.1146	Zm00001d028288
MSTRG.1148	Zm00001d028290
MSTRG.1154	Zm00001d028295
MSTRG.1156	Zm00001d028296
MSTRG.1157	Zm00001d028297
MSTRG.1160	Zm00001d028312
MSTRG.1162	Zm00001d028313
MSTRG.1163	Zm00001d028314
MSTRG.1164	Zm00001d028315
MSTRG.1167	Zm00001d028317
MSTRG.1168	Zm00001d028318
MSTRG.1169	Zm00001d028319
MSTRG.1170	Zm00001d028320
MSTRG.1171	Zm00001d028323
MSTRG.1173	Zm00001d028326
MSTRG.1175	Zm00001d028325
MSTRG.1177	Zm00001d028298
MSTRG.1179	Zm00001d028299
MSTRG.1180	Zm00001d028300
MSTRG.1181	Zm00001d028301
MSTRG.1182	Zm00001d028302
MSTRG.1183	Zm00001d028303
MSTRG.1184	Zm00001d028304
MSTRG.1185	Zm00001d028308
MSTRG.1185	Zm00001d028309
MSTRG.1186	Zm00001d028305
MSTRG.1187	Zm00001d028311
MSTRG.1188	Zm00001d028307
MSTRG.1192	Zm00001d028351
MSTRG.1193	Zm00001d028348
MSTRG.1194	Zm00001d028349
MSTRG.1195	Zm00001d028382
MSTRG.1197	Zm00001d028352
MSTRG.1198	Zm00001d028354
MSTRG.1200	Zm00001d028360
MSTRG.1201	Zm00001d028355
MSTRG.1202	Zm00001d028356
MSTRG.1204	Zm00001d028357
MSTRG.1205	Zm00001d028358
MSTRG.1206	Zm00001d028363
MSTRG.1207	Zm00001d028359
MSTRG.1208	Zm00001d028362
MSTRG.1209	Zm00001d028367
MSTRG.1210	Zm00001d028361
MSTRG.1211	Zm00001d028369
MSTRG.1212	Zm00001d028370
MSTRG.1213	Zm00001d028365
MSTRG.1214	Zm00001d028366
MSTRG.1215	Zm00001d028368
MSTRG.1217	Zm00001d028371
MSTRG.1218	Zm00001d028372
MSTRG.1220	Zm00001d028373
MSTRG.1222	Zm00001d028374
MSTRG.1223	Zm00001d028375
MSTRG.1223	Zm00001d028376
MSTRG.1224	Zm00001d028377
MSTRG.1225	Zm00001d028380
MSTRG.1227	Zm00001d028378
MSTRG.1228	Zm00001d028379
MSTRG.1229	Zm00001d028413
MSTRG.1230	Zm00001d028414
MSTRG.1231	Zm00001d028415
MSTRG.1232	Zm00001d028416
MSTRG.1233	Zm00001d028417
MSTRG.1234	Zm00001d028419
MSTRG.1237	Zm00001d028423
MSTRG.1238	Zm00001d028422
MSTRG.1239	Zm00001d028424
MSTRG.1240	Zm00001d028384
MSTRG.1241	Zm00001d028386
MSTRG.1242	Zm00001d028385
MSTRG.1245	Zm00001d028388
MSTRG.1246	Zm00001d028392
MSTRG.1247	Zm00001d028389
MSTRG.1249	Zm00001d028390
MSTRG.1250	Zm00001d028391
MSTRG.1252	Zm00001d028393
MSTRG.1253	Zm00001d028394
MSTRG.1254	Zm00001d028395
MSTRG.1256	Zm00001d028396
MSTRG.1257	Zm00001d028397
MSTRG.1258	Zm00001d028398
MSTRG.1261	Zm00001d028399
MSTRG.1262	Zm00001d028406
MSTRG.1263	Zm00001d028400
MSTRG.1264	Zm00001d028409
MSTRG.1265	Zm00001d028401
MSTRG.1267	Zm00001d028402
MSTRG.1270	Zm00001d028404
MSTRG.1272	Zm00001d028405
MSTRG.1273	Zm00001d028408
MSTRG.1274	Zm00001d028410
MSTRG.1277	Zm00001d028412
MSTRG.1281	Zm00001d028439
MSTRG.1284	Zm00001d028426
MSTRG.1285	Zm00001d028425
MSTRG.1288	Zm00001d028427
MSTRG.1290	Zm00001d028428
MSTRG.1297	Zm00001d028429
MSTRG.1298	Zm00001d028431
MSTRG.1299	Zm00001d028438
MSTRG.1300	Zm00001d028432
MSTRG.1302	Zm00001d028433
MSTRG.1304	Zm00001d028434
MSTRG.1307	Zm00001d028436
MSTRG.1309	Zm00001d028437
MSTRG.1310	Zm00001d028328
MSTRG.1312	Zm00001d028331
MSTRG.1313	Zm00001d028330
MSTRG.1314	Zm00001d028332
MSTRG.1315	Zm00001d028333
MSTRG.1317	Zm00001d028335
MSTRG.1318	Zm00001d028336
MSTRG.1319	Zm00001d028337
MSTRG.1320	Zm00001d028338
MSTRG.1323	Zm00001d028339
MSTRG.1325	Zm00001d028340
MSTRG.1326	Zm00001d028341
MSTRG.1327	Zm00001d028343
MSTRG.1328	Zm00001d028344
MSTRG.1330	Zm00001d028347
MSTRG.1331	Zm00001d028486
MSTRG.1333	Zm00001d028485
MSTRG.1334	Zm00001d028489
MSTRG.1336	Zm00001d028488
MSTRG.1338	Zm00001d028490
MSTRG.1345	Zm00001d028493
MSTRG.1346	Zm00001d028494
MSTRG.1349	Zm00001d028498
MSTRG.1351	Zm00001d028440
MSTRG.1352	Zm00001d028441
MSTRG.1353	Zm00001d028443
MSTRG.1357	Zm00001d028445
MSTRG.1361	Zm00001d028447
MSTRG.1362	Zm00001d028450
MSTRG.1363	Zm00001d028451
MSTRG.1364	Zm00001d028452
MSTRG.1366	Zm00001d028453
MSTRG.1368	Zm00001d028454
MSTRG.1369	Zm00001d028455
MSTRG.1370	Zm00001d028456
MSTRG.1371	Zm00001d028457
MSTRG.1372	Zm00001d028458
MSTRG.1373	Zm00001d028461
MSTRG.1375	Zm00001d028463
MSTRG.1376	Zm00001d028464
MSTRG.1378	Zm00001d028465
MSTRG.1379	Zm00001d028471
MSTRG.1380	Zm00001d028467
MSTRG.1381	Zm00001d028469
MSTRG.1382	Zm00001d028470
MSTRG.1383	Zm00001d028472
MSTRG.1384	Zm00001d028473
MSTRG.1385	Zm00001d028477
MSTRG.1386	Zm00001d028474
MSTRG.1389	Zm00001d028475
MSTRG.1396	Zm00001d028478
MSTRG.1397	Zm00001d028480
MSTRG.1398	Zm00001d028484
MSTRG.1399	Zm00001d028481
MSTRG.1400	Zm00001d028482
MSTRG.1402	Zm00001d028517
MSTRG.1404	Zm00001d028521
MSTRG.1406	Zm00001d028524
MSTRG.1407	Zm00001d028522
MSTRG.1408	Zm00001d028528
MSTRG.1409	Zm00001d028529
MSTRG.1412	Zm00001d028500
MSTRG.1413	Zm00001d028501
MSTRG.1414	Zm00001d028502
MSTRG.1415	Zm00001d028503
MSTRG.1417	Zm00001d028504
MSTRG.1418	Zm00001d028505
MSTRG.1422	Zm00001d028510
MSTRG.1423	Zm00001d028508
MSTRG.1424	Zm00001d028509
MSTRG.1426	Zm00001d028511
MSTRG.1427	Zm00001d028512
MSTRG.1428	Zm00001d028514
MSTRG.1429	Zm00001d028515
MSTRG.1430	Zm00001d028513
MSTRG.1433	Zm00001d028530
MSTRG.1434	Zm00001d028531
MSTRG.1436	Zm00001d028535
MSTRG.1437	Zm00001d028532
MSTRG.1440	Zm00001d028540
MSTRG.1441	Zm00001d028533
MSTRG.1442	Zm00001d028534
MSTRG.1445	Zm00001d028542
MSTRG.1447	Zm00001d028536
MSTRG.1449	Zm00001d028537
MSTRG.1450	Zm00001d028538
MSTRG.1451	Zm00001d028539
MSTRG.1453	Zm00001d028541
MSTRG.1455	Zm00001d028543
MSTRG.1458	Zm00001d028546
MSTRG.1460	Zm00001d028548
MSTRG.1461	Zm00001d028547
MSTRG.1462	Zm00001d028554
MSTRG.1463	Zm00001d028549
MSTRG.1464	Zm00001d028550
MSTRG.1465	Zm00001d028552
MSTRG.1468	Zm00001d028555
MSTRG.1469	Zm00001d028556
MSTRG.1470	Zm00001d028557
MSTRG.1471	Zm00001d028558
MSTRG.1472	Zm00001d028560
MSTRG.1475	Zm00001d028561
MSTRG.1476	Zm00001d028562
MSTRG.1477	Zm00001d028563
MSTRG.1478	Zm00001d028564
MSTRG.1479	Zm00001d028565
MSTRG.1480	Zm00001d028566
MSTRG.1482	Zm00001d028572
MSTRG.1483	Zm00001d028567
MSTRG.1484	Zm00001d028568
MSTRG.1485	Zm00001d028569
MSTRG.1486	Zm00001d028570
MSTRG.1486	Zm00001d028571
MSTRG.1487	Zm00001d028574
MSTRG.1488	Zm00001d028575
MSTRG.1489	Zm00001d028576
MSTRG.1490	Zm00001d028577
MSTRG.1493	Zm00001d028603
MSTRG.1495	Zm00001d028604
MSTRG.1496	Zm00001d028605
MSTRG.1498	Zm00001d028579
MSTRG.1499	Zm00001d028580
MSTRG.1501	Zm00001d028582
MSTRG.1502	Zm00001d028585
MSTRG.1503	Zm00001d028584
MSTRG.1505	Zm00001d028598
MSTRG.1506	Zm00001d028586
MSTRG.1507	Zm00001d028587
MSTRG.1508	Zm00001d028588
MSTRG.1509	Zm00001d028589
MSTRG.1510	Zm00001d028590
MSTRG.1511	Zm00001d028591
MSTRG.1512	Zm00001d028597
MSTRG.1513	Zm00001d028592
MSTRG.1514	Zm00001d028593
MSTRG.1515	Zm00001d028594
MSTRG.1516	Zm00001d028595
MSTRG.1517	Zm00001d028596
MSTRG.1521	Zm00001d028599
MSTRG.1524	Zm00001d028601
MSTRG.1525	Zm00001d028615
MSTRG.1526	Zm00001d028616
MSTRG.1527	Zm00001d028606
MSTRG.1530	Zm00001d028608
MSTRG.1531	Zm00001d028613
MSTRG.1532	Zm00001d028609
MSTRG.1533	Zm00001d028611
MSTRG.1533	Zm00001d028612
MSTRG.1534	Zm00001d028623
MSTRG.1535	Zm00001d028617
MSTRG.1536	Zm00001d028618
MSTRG.1539	Zm00001d028619
MSTRG.1541	Zm00001d028620
MSTRG.1542	Zm00001d028621
MSTRG.1543	Zm00001d028622
MSTRG.1545	Zm00001d028624
MSTRG.1549	Zm00001d028625
MSTRG.1551	Zm00001d028627
MSTRG.1553	Zm00001d028630
MSTRG.1554	Zm00001d028631
MSTRG.1555	Zm00001d028632
MSTRG.1556	Zm00001d028633
MSTRG.1557	Zm00001d028635
MSTRG.1558	Zm00001d028657
MSTRG.1560	Zm00001d028656
MSTRG.1561	Zm00001d028659
MSTRG.1562	Zm00001d028643
MSTRG.1563	Zm00001d028639
MSTRG.1565	Zm00001d028640
MSTRG.1566	Zm00001d028641
MSTRG.1567	Zm00001d028642
MSTRG.1570	Zm00001d028655
MSTRG.1571	Zm00001d028645
MSTRG.1572	Zm00001d028646
MSTRG.1573	Zm00001d028647
MSTRG.1574	Zm00001d028649
MSTRG.1575	Zm00001d028650
MSTRG.1577	Zm00001d028651
MSTRG.1578	Zm00001d028652
MSTRG.1579	Zm00001d028653
MSTRG.1580	Zm00001d028654
MSTRG.1582	Zm00001d028661
MSTRG.1583	Zm00001d028660
MSTRG.1585	Zm00001d028675
MSTRG.1586	Zm00001d028677
MSTRG.1587	Zm00001d028678
MSTRG.1588	Zm00001d028668
MSTRG.1589	Zm00001d028662
MSTRG.1592	Zm00001d028664
MSTRG.1594	Zm00001d028665
MSTRG.1595	Zm00001d028667
MSTRG.1597	Zm00001d028669
MSTRG.1598	Zm00001d028670
MSTRG.1599	Zm00001d028671
MSTRG.1601	Zm00001d028672
MSTRG.1602	Zm00001d028673
MSTRG.1603	Zm00001d028676
MSTRG.1604	Zm00001d028679
MSTRG.1605	Zm00001d028680
MSTRG.1607	Zm00001d028827
MSTRG.1616	Zm00001d028842
MSTRG.1619	Zm00001d028843
MSTRG.1620	Zm00001d028845
MSTRG.1621	Zm00001d028847
MSTRG.1622	Zm00001d028849
MSTRG.1623	Zm00001d028850
MSTRG.1624	Zm00001d028852
MSTRG.1625	Zm00001d028854
MSTRG.1627	Zm00001d028855
MSTRG.1628	Zm00001d028859
MSTRG.1629	Zm00001d028861
MSTRG.1630	Zm00001d028829
MSTRG.1631	Zm00001d028830
MSTRG.1632	Zm00001d028831
MSTRG.1634	Zm00001d028832
MSTRG.1635	Zm00001d028838
MSTRG.1636	Zm00001d028834
MSTRG.1637	Zm00001d028835
MSTRG.1638	Zm00001d028840
MSTRG.1638	Zm00001d028841
MSTRG.1640	Zm00001d028836
MSTRG.1640	Zm00001d028837
MSTRG.1642	Zm00001d028839
MSTRG.1644	Zm00001d028889
MSTRG.1646	Zm00001d028895
MSTRG.1647	Zm00001d028894
MSTRG.1648	Zm00001d028890
MSTRG.1649	Zm00001d028891
MSTRG.1650	Zm00001d028867
MSTRG.1651	Zm00001d028862
MSTRG.1653	Zm00001d028863
MSTRG.1655	Zm00001d028865
MSTRG.1656	Zm00001d028866
MSTRG.1662	Zm00001d028868
MSTRG.1664	Zm00001d028870
MSTRG.1665	Zm00001d028871
MSTRG.1666	Zm00001d028872
MSTRG.1667	Zm00001d028880
MSTRG.1668	Zm00001d028873
MSTRG.1669	Zm00001d028874
MSTRG.1670	Zm00001d028875
MSTRG.1673	Zm00001d028876
MSTRG.1675	Zm00001d028877
MSTRG.1676	Zm00001d028878
MSTRG.1677	Zm00001d028879
MSTRG.1678	Zm00001d028881
MSTRG.1679	Zm00001d028882
MSTRG.1680	Zm00001d028883
MSTRG.1681	Zm00001d028884
MSTRG.1682	Zm00001d028885
MSTRG.1685	Zm00001d028886
MSTRG.1686	Zm00001d028887
MSTRG.1687	Zm00001d028888
MSTRG.1689	Zm00001d028899
MSTRG.1691	Zm00001d028900
MSTRG.1692	Zm00001d028896
MSTRG.1693	Zm00001d028898
MSTRG.1698	Zm00001d028958
MSTRG.1700	Zm00001d028960
MSTRG.1701	Zm00001d028901
MSTRG.1702	Zm00001d028902
MSTRG.1703	Zm00001d028903
MSTRG.1705	Zm00001d028906
MSTRG.1706	Zm00001d028904
MSTRG.1707	Zm00001d028905
MSTRG.1708	Zm00001d028907
MSTRG.1711	Zm00001d028909
MSTRG.1712	Zm00001d028910
MSTRG.1715	Zm00001d028912
MSTRG.1717	Zm00001d028915
MSTRG.1720	Zm00001d028922
MSTRG.1723	Zm00001d028916
MSTRG.1725	Zm00001d028917
MSTRG.1726	Zm00001d028918
MSTRG.1727	Zm00001d028919
MSTRG.1728	Zm00001d028920
MSTRG.1730	Zm00001d028921
MSTRG.1732	Zm00001d028923
MSTRG.1734	Zm00001d028924
MSTRG.1735	Zm00001d028925
MSTRG.1735	Zm00001d028931
MSTRG.1736	Zm00001d028926
MSTRG.1737	Zm00001d028928
MSTRG.1738	Zm00001d028929
MSTRG.1739	Zm00001d028930
MSTRG.1741	Zm00001d028936
MSTRG.1742	Zm00001d028935
MSTRG.1744	Zm00001d028939
MSTRG.1745	Zm00001d028940
MSTRG.1747	Zm00001d028941
MSTRG.1751	Zm00001d028946
MSTRG.1753	Zm00001d028947
MSTRG.1754	Zm00001d028948
MSTRG.1755	Zm00001d028949
MSTRG.1756	Zm00001d028957
MSTRG.1757	Zm00001d028950
MSTRG.1758	Zm00001d028951
MSTRG.1759	Zm00001d028952
MSTRG.1760	Zm00001d028956
MSTRG.1761	Zm00001d028953
MSTRG.1762	Zm00001d028954
MSTRG.1763	Zm00001d028955
MSTRG.1766	Zm00001d028685
MSTRG.1767	Zm00001d028687
MSTRG.1768	Zm00001d028686
MSTRG.1770	Zm00001d028688
MSTRG.1771	Zm00001d028689
MSTRG.1772	Zm00001d028690
MSTRG.1773	Zm00001d028691
MSTRG.1774	Zm00001d028692
MSTRG.1774	Zm00001d028693
MSTRG.1775	Zm00001d028694
MSTRG.1776	Zm00001d028695
MSTRG.1777	Zm00001d028696
MSTRG.1779	Zm00001d028697
MSTRG.1780	Zm00001d028699
MSTRG.1781	Zm00001d028698
MSTRG.1782	Zm00001d028702
MSTRG.1783	Zm00001d028701
MSTRG.1784	Zm00001d028709
MSTRG.1786	Zm00001d028703
MSTRG.1787	Zm00001d028704
MSTRG.1788	Zm00001d028705
MSTRG.1789	Zm00001d028707
MSTRG.1790	Zm00001d028708
MSTRG.1791	Zm00001d028710
MSTRG.1792	Zm00001d028711
MSTRG.1793	Zm00001d028712
MSTRG.1794	Zm00001d028713
MSTRG.1795	Zm00001d028714
MSTRG.1797	Zm00001d028726
MSTRG.1798	Zm00001d028715
MSTRG.1799	Zm00001d028718
MSTRG.1800	Zm00001d028719
MSTRG.1801	Zm00001d028720
MSTRG.1802	Zm00001d028721
MSTRG.1803	Zm00001d028722
MSTRG.1804	Zm00001d028723
MSTRG.1805	Zm00001d028724
MSTRG.1806	Zm00001d028725
MSTRG.1807	Zm00001d028727
MSTRG.1808	Zm00001d028728
MSTRG.1810	Zm00001d028730
MSTRG.1811	Zm00001d028731
MSTRG.1812	Zm00001d028732
MSTRG.1813	Zm00001d028733
MSTRG.1819	Zm00001d028736
MSTRG.1820	Zm00001d028735
MSTRG.1821	Zm00001d028737
MSTRG.1822	Zm00001d028738
MSTRG.1823	Zm00001d028739
MSTRG.1824	Zm00001d028740
MSTRG.1826	Zm00001d028741
MSTRG.1827	Zm00001d028742
MSTRG.1827	Zm00001d028744
MSTRG.1828	Zm00001d028743
MSTRG.1832	Zm00001d028745
MSTRG.1832	Zm00001d028750
MSTRG.1833	Zm00001d028746
MSTRG.1834	Zm00001d028751
MSTRG.1835	Zm00001d028747
MSTRG.1836	Zm00001d028748
MSTRG.1837	Zm00001d028749
MSTRG.1838	Zm00001d028759
MSTRG.1839	Zm00001d028752
MSTRG.1840	Zm00001d028753
MSTRG.1841	Zm00001d028754
MSTRG.1841	Zm00001d028756
MSTRG.1841	Zm00001d028757
MSTRG.1841	Zm00001d028758
MSTRG.1841	Zm00001d028757
MSTRG.1842	Zm00001d028755
MSTRG.1845	Zm00001d028760
MSTRG.1847	Zm00001d028761
MSTRG.1848	Zm00001d028762
MSTRG.1849	Zm00001d028763
MSTRG.1850	Zm00001d028768
MSTRG.1851	Zm00001d028769
MSTRG.1853	Zm00001d028765
MSTRG.1855	Zm00001d028766
MSTRG.1856	Zm00001d028767
MSTRG.1857	Zm00001d028770
MSTRG.1859	Zm00001d028771
MSTRG.1860	Zm00001d028772
MSTRG.1861	Zm00001d028782
MSTRG.1862	Zm00001d028773
MSTRG.1864	Zm00001d028774
MSTRG.1865	Zm00001d028775
MSTRG.1865	Zm00001d028776
MSTRG.1865	Zm00001d028777
MSTRG.1866	Zm00001d028778
MSTRG.1867	Zm00001d028779
MSTRG.1869	Zm00001d028784
MSTRG.1870	Zm00001d028780
MSTRG.1874	Zm00001d028783
MSTRG.1875	Zm00001d028785
MSTRG.1876	Zm00001d028786
MSTRG.1879	Zm00001d028787
MSTRG.1880	Zm00001d028788
MSTRG.1881	Zm00001d028789
MSTRG.1882	Zm00001d028791
MSTRG.1883	Zm00001d028793
MSTRG.1885	Zm00001d028794
MSTRG.1886	Zm00001d028795
MSTRG.1887	Zm00001d028797
MSTRG.1890	Zm00001d028796
MSTRG.1891	Zm00001d028798
MSTRG.1892	Zm00001d028807
MSTRG.1893	Zm00001d028799
MSTRG.1894	Zm00001d028801
MSTRG.1895	Zm00001d028802
MSTRG.1896	Zm00001d028803
MSTRG.1897	Zm00001d028808
MSTRG.1898	Zm00001d028804
MSTRG.1899	Zm00001d028806
MSTRG.1900	Zm00001d028811
MSTRG.1901	Zm00001d028809
MSTRG.1903	Zm00001d028810
MSTRG.1904	Zm00001d028812
MSTRG.1905	Zm00001d028813
MSTRG.1907	Zm00001d028814
MSTRG.1908	Zm00001d028815
MSTRG.1909	Zm00001d028816
MSTRG.1910	Zm00001d028818
MSTRG.1910	Zm00001d028826
MSTRG.1914	Zm00001d028819
MSTRG.1915	Zm00001d028820
MSTRG.1916	Zm00001d028821
MSTRG.1917	Zm00001d028822
MSTRG.1920	Zm00001d028823
MSTRG.1922	Zm00001d028824
MSTRG.1924	Zm00001d028825
MSTRG.1925	Zm00001d029009
MSTRG.1927	Zm00001d029042
MSTRG.1928	Zm00001d029010
MSTRG.1931	Zm00001d029011
MSTRG.1932	Zm00001d029020
MSTRG.1933	Zm00001d029012
MSTRG.1934	Zm00001d029014
MSTRG.1935	Zm00001d029015
MSTRG.1937	Zm00001d029027
MSTRG.1938	Zm00001d029017
MSTRG.1939	Zm00001d029018
MSTRG.1942	Zm00001d029023
MSTRG.1943	Zm00001d029024
MSTRG.1944	Zm00001d029025
MSTRG.1947	Zm00001d029028
MSTRG.1949	Zm00001d029030
MSTRG.1950	Zm00001d029031
MSTRG.1951	Zm00001d029036
MSTRG.1952	Zm00001d029033
MSTRG.1953	Zm00001d029034
MSTRG.1958	Zm00001d029039
MSTRG.1959	Zm00001d029035
MSTRG.1960	Zm00001d029040
MSTRG.1961	Zm00001d029038
MSTRG.1963	Zm00001d029041
MSTRG.1966	Zm00001d028962
MSTRG.1967	Zm00001d028963
MSTRG.1968	Zm00001d028968
MSTRG.1969	Zm00001d028974
MSTRG.1970	Zm00001d028964
MSTRG.1971	Zm00001d028971
MSTRG.1972	Zm00001d028965
MSTRG.1974	Zm00001d028966
MSTRG.1975	Zm00001d028967
MSTRG.1979	Zm00001d028972
MSTRG.1980	Zm00001d028973
MSTRG.1982	Zm00001d028975
MSTRG.1983	Zm00001d028976
MSTRG.1984	Zm00001d028977
MSTRG.1986	Zm00001d028980
MSTRG.1987	Zm00001d028981
MSTRG.1988	Zm00001d028982
MSTRG.1989	Zm00001d028983
MSTRG.1991	Zm00001d028984
MSTRG.1992	Zm00001d028986
MSTRG.1994	Zm00001d028992
MSTRG.1996	Zm00001d028995
MSTRG.1997	Zm00001d028987
MSTRG.1998	Zm00001d028988
MSTRG.1999	Zm00001d028989
MSTRG.2000	Zm00001d028994
MSTRG.2004	Zm00001d028996
MSTRG.2005	Zm00001d028998
MSTRG.2006	Zm00001d028999
MSTRG.2008	Zm00001d029000
MSTRG.2010	Zm00001d029002
MSTRG.2011	Zm00001d029003
MSTRG.2012	Zm00001d029004
MSTRG.2014	Zm00001d029008
MSTRG.2015	Zm00001d029047
MSTRG.2017	Zm00001d029050
MSTRG.2018	Zm00001d029044
MSTRG.2019	Zm00001d029045
MSTRG.2020	Zm00001d029046
MSTRG.2021	Zm00001d029048
MSTRG.2022	Zm00001d029049
MSTRG.2023	Zm00001d029051
MSTRG.2024	Zm00001d029052
MSTRG.2025	Zm00001d029053
MSTRG.2027	Zm00001d029055
MSTRG.2029	Zm00001d029056
MSTRG.2030	Zm00001d029062
MSTRG.2031	Zm00001d029057
MSTRG.2033	Zm00001d029059
MSTRG.2035	Zm00001d029060
MSTRG.2036	Zm00001d029061
MSTRG.2037	Zm00001d029063
MSTRG.2038	Zm00001d029064
MSTRG.2039	Zm00001d029065
MSTRG.2041	Zm00001d029066
MSTRG.2043	Zm00001d029067
MSTRG.2044	Zm00001d029068
MSTRG.2045	Zm00001d029071
MSTRG.2047	Zm00001d029072
MSTRG.2048	Zm00001d029074
MSTRG.2051	Zm00001d029114
MSTRG.2056	Zm00001d029118
MSTRG.2060	Zm00001d029075
MSTRG.2061	Zm00001d029076
MSTRG.2062	Zm00001d029077
MSTRG.2063	Zm00001d029078
MSTRG.2064	Zm00001d029079
MSTRG.2066	Zm00001d029080
MSTRG.2067	Zm00001d029081
MSTRG.2068	Zm00001d029082
MSTRG.2069	Zm00001d029083
MSTRG.2070	Zm00001d029094
MSTRG.2071	Zm00001d029084
MSTRG.2071	Zm00001d029088
MSTRG.2072	Zm00001d029085
MSTRG.2073	Zm00001d029086
MSTRG.2074	Zm00001d029087
MSTRG.2075	Zm00001d029089
MSTRG.2076	Zm00001d029090
MSTRG.2077	Zm00001d029091
MSTRG.2078	Zm00001d029093
MSTRG.2079	Zm00001d029092
MSTRG.2081	Zm00001d029095
MSTRG.2088	Zm00001d029096
MSTRG.2089	Zm00001d029101
MSTRG.2090	Zm00001d029104
MSTRG.2091	Zm00001d029098
MSTRG.2092	Zm00001d029106
MSTRG.2093	Zm00001d029099
MSTRG.2094	Zm00001d029100
MSTRG.2095	Zm00001d029102
MSTRG.2097	Zm00001d029105
MSTRG.2098	Zm00001d029103
MSTRG.2099	Zm00001d029107
MSTRG.2100	Zm00001d029108
MSTRG.2101	Zm00001d029109
MSTRG.2102	Zm00001d029120
MSTRG.2105	Zm00001d029125
MSTRG.2107	Zm00001d029126
MSTRG.2108	Zm00001d029121
MSTRG.2109	Zm00001d029122
MSTRG.2110	Zm00001d029123
MSTRG.2111	Zm00001d029124
MSTRG.2113	Zm00001d029127
MSTRG.2115	Zm00001d029130
MSTRG.2116	Zm00001d029129
MSTRG.2118	Zm00001d029133
MSTRG.2133	Zm00001d029134
MSTRG.2137	Zm00001d029135
MSTRG.2138	Zm00001d029138
MSTRG.2139	Zm00001d029136
MSTRG.2141	Zm00001d029137
MSTRG.2143	Zm00001d029139
MSTRG.2144	Zm00001d029140
MSTRG.2145	Zm00001d029144
MSTRG.2146	Zm00001d029141
MSTRG.2147	Zm00001d029142
MSTRG.2149	Zm00001d029143
MSTRG.2150	Zm00001d029149
MSTRG.2151	Zm00001d029145
MSTRG.2152	Zm00001d029146
MSTRG.2153	Zm00001d029147
MSTRG.2154	Zm00001d029148
MSTRG.2155	Zm00001d029194
MSTRG.2158	Zm00001d029150
MSTRG.2160	Zm00001d029170
MSTRG.2161	Zm00001d029151
MSTRG.2164	Zm00001d029152
MSTRG.2165	Zm00001d029153
MSTRG.2166	Zm00001d029154
MSTRG.2167	Zm00001d029155
MSTRG.2168	Zm00001d029157
MSTRG.2169	Zm00001d029159
MSTRG.2171	Zm00001d029160
MSTRG.2172	Zm00001d029161
MSTRG.2173	Zm00001d029162
MSTRG.2174	Zm00001d029163
MSTRG.2175	Zm00001d029164
MSTRG.2176	Zm00001d029165
MSTRG.2177	Zm00001d029166
MSTRG.2178	Zm00001d029167
MSTRG.2179	Zm00001d029168
MSTRG.2180	Zm00001d029169
MSTRG.2181	Zm00001d029171
MSTRG.2183	Zm00001d029172
MSTRG.2184	Zm00001d029173
MSTRG.2187	Zm00001d029174
MSTRG.2188	Zm00001d029176
MSTRG.2192	Zm00001d029177
MSTRG.2194	Zm00001d029179
MSTRG.2196	Zm00001d029180
