"","v4_gene_model","v3_gene_model","V1"
"759","Zm00001d002304","GRMZM2G388051","MSTRG.13930"
"760","Zm00001d002305","GRMZM2G327680","MSTRG.13932"
"761","Zm00001d002313","GRMZM2G337532","MSTRG.14237"
"763","Zm00001d002314","GRMZM2G008060","MSTRG.14244"
"764","Zm00001d002315","GRMZM2G007914","MSTRG.14246"
"765","Zm00001d002316","GRMZM2G007791","MSTRG.14247"
"770","Zm00001d002317","GRMZM2G007453","MSTRG.14248"
"776","Zm00001d002318","GRMZM2G007256","MSTRG.14250"
"777","Zm00001d002319","GRMZM2G007157","MSTRG.14251"
"778","Zm00001d002323","GRMZM2G102346","MSTRG.14254"
"781","Zm00001d002324","GRMZM5G875735","MSTRG.14257"
"782","Zm00001d002326","GRMZM5G817886","MSTRG.14258"
"784","Zm00001d002328","GRMZM2G342815","MSTRG.14255"
"785","Zm00001d002330","GRMZM2G005310","MSTRG.14262"
"788","Zm00001d002331","AC190685.3_FG005","MSTRG.14264"
"789","Zm00001d002332","GRMZM2G005155","MSTRG.14265"
"790","Zm00001d002332","GRMZM2G005107","MSTRG.14265"
"795","Zm00001d002333","GRMZM2G005040","MSTRG.14266"
"798","Zm00001d002336","GRMZM2G429762","MSTRG.14269"
"799","Zm00001d002338","GRMZM2G044629","MSTRG.14271"
"801","Zm00001d002339","GRMZM2G044800","MSTRG.14272"
"805","Zm00001d002340","GRMZM2G045331","MSTRG.14274"
"806","Zm00001d002341","GRMZM2G045581","MSTRG.14275"
"808","Zm00001d002342","GRMZM2G045596","MSTRG.14276"
"809","Zm00001d002343","GRMZM2G045849","MSTRG.14277"
"810","Zm00001d002345","GRMZM2G345667","MSTRG.14260"
"814","Zm00001d002346","GRMZM2G046070","MSTRG.14280"
"817","Zm00001d002347","GRMZM2G345700","MSTRG.14270"
"818","Zm00001d002348","GRMZM2G093632","MSTRG.14282"
"819","Zm00001d002349","GRMZM2G093603","MSTRG.14283"
"824","Zm00001d002351","GRMZM2G049538","MSTRG.14263"
"834","Zm00001d002352","GRMZM2G049487","MSTRG.14286"
"835","Zm00001d002353","GRMZM2G098239","MSTRG.14273"
"836","Zm00001d002356","GRMZM2G098214","MSTRG.14289"
"837","Zm00001d002357","GRMZM2G098187","MSTRG.14283"
"838","Zm00001d002358","GRMZM5G870342","MSTRG.14287"
"839","Zm00001d002359","GRMZM2G121063","MSTRG.14292"
"840","Zm00001d002360","GRMZM2G371375","MSTRG.14293"
"841","Zm00001d002361","AC215678.3_FG008","MSTRG.14294"
"842","Zm00001d002362","GRMZM2G068982","MSTRG.14284"
"843","Zm00001d002364","GRMZM2G068967","MSTRG.14283"
"845","Zm00001d002365","GRMZM2G416045","MSTRG.14295"
"846","Zm00001d002366","GRMZM2G177263","MSTRG.14296"
"847","Zm00001d002369","GRMZM2G111232","MSTRG.14302"
"848","Zm00001d002370","GRMZM2G070468","MSTRG.14303"
"849","Zm00001d002371","GRMZM2G102088","MSTRG.14306"
"850","Zm00001d002372","GRMZM2G102069","MSTRG.14308"
"851","Zm00001d002373","GRMZM2G102000","MSTRG.14309"
"852","Zm00001d002382","GRMZM2G040920","MSTRG.14315"
"853","Zm00001d002383","GRMZM2G040917","MSTRG.14320"
"854","Zm00001d002384","GRMZM2G040878","MSTRG.14321"
"857","Zm00001d002385","GRMZM2G040672","MSTRG.14323"
"859","Zm00001d002386","GRMZM2G040493","MSTRG.14310"
"862","Zm00001d002387","GRMZM5G870080","MSTRG.14325"
"863","Zm00001d002390","GRMZM2G130889","MSTRG.14329"
"864","Zm00001d002391","GRMZM2G175362","MSTRG.14330"
"866","Zm00001d002393","GRMZM2G477063","MSTRG.14334"
"867","Zm00001d002395","GRMZM5G868433","MSTRG.14337"
"868","Zm00001d002396","GRMZM2G140328","MSTRG.14338"
"870","Zm00001d002400","GRMZM2G072614","MSTRG.14345"
"871","Zm00001d002402","GRMZM2G072518","MSTRG.14342"
"872","Zm00001d002403","GRMZM2G072065","MSTRG.14347"
"873","Zm00001d002405","GRMZM2G071907","MSTRG.14350"
"874","Zm00001d002406","GRMZM2G071832","MSTRG.14352"
"875","Zm00001d002408","GRMZM2G090872","MSTRG.14357"
"877","Zm00001d002409","GRMZM2G091118","MSTRG.14358"
"878","Zm00001d002413","GRMZM2G053839","MSTRG.14364"
"879","Zm00001d002414","GRMZM2G053890","MSTRG.14365"
"880","Zm00001d002415","GRMZM5G851032","MSTRG.14355"
"881","Zm00001d002416","GRMZM2G053909","MSTRG.14367"
"889","Zm00001d002418","GRMZM2G156638","MSTRG.14368"
"891","Zm00001d002419","GRMZM2G156581","MSTRG.14369"
"892","Zm00001d002420","GRMZM2G456132","MSTRG.14371"
"893","Zm00001d002421","GRMZM2G456123","MSTRG.14366"
"895","Zm00001d002422","GRMZM2G156365","MSTRG.14372"
"901","Zm00001d002423","GRMZM2G156356","MSTRG.14373"
"902","Zm00001d002424","GRMZM2G156348","MSTRG.14374"
"904","Zm00001d002425","GRMZM2G455978","MSTRG.14375"
"905","Zm00001d002426","GRMZM2G175447","MSTRG.14376"
"906","Zm00001d002427","GRMZM2G477019","MSTRG.14377"
"907","Zm00001d002428","GRMZM2G000397","MSTRG.14378"
"909","Zm00001d002429","GRMZM2G041223","MSTRG.14379"
"913","Zm00001d002431","GRMZM2G417866","MSTRG.14382"
"914","Zm00001d002432","GRMZM2G374203","MSTRG.14383"
"916","Zm00001d002433","GRMZM5G856943","MSTRG.14385"
"917","Zm00001d002436","GRMZM2G125669","MSTRG.14389"
"919","Zm00001d002437","GRMZM2G125679","MSTRG.14391"
"920","Zm00001d002439","GRMZM2G125704","MSTRG.14384"
"923","Zm00001d002440","GRMZM2G125728","MSTRG.14384"
"925","Zm00001d002441","GRMZM2G313020","MSTRG.14394"
"927","Zm00001d002444","GRMZM2G539821","MSTRG.14394"
"928","Zm00001d002446","GRMZM2G176225","MSTRG.14398"
"929","Zm00001d002447","GRMZM2G180160","MSTRG.14399"
"930","Zm00001d002449","GRMZM2G180190","MSTRG.14401"
"931","Zm00001d002450","GRMZM2G149649","MSTRG.14402"
"932","Zm00001d002451","GRMZM2G149556","MSTRG.14404"
"935","Zm00001d002452","GRMZM2G024898","MSTRG.14407"
"938","Zm00001d002454","GRMZM2G463280","MSTRG.14412"
"939","Zm00001d002455","GRMZM2G463267","MSTRG.14413"
"940","Zm00001d002456","GRMZM2G162266","MSTRG.14412"
"941","Zm00001d002457","GRMZM2G162230","MSTRG.14416"
"942","Zm00001d002458","GRMZM2G076204","MSTRG.14406"
"943","Zm00001d002468","GRMZM2G039776","MSTRG.14426"
"944","Zm00001d002470","GRMZM2G478701","MSTRG.14428"
"945","Zm00001d002472","GRMZM2G478665","MSTRG.14431"
"946","Zm00001d002474","GRMZM2G025720","MSTRG.14434"
"947","Zm00001d002475","GRMZM2G035719","MSTRG.14435"
"950","Zm00001d002476","GRMZM2G038722","MSTRG.14437"
"953","Zm00001d002477","GRMZM2G038714","MSTRG.14438"
"954","Zm00001d002478","GRMZM2G342039","MSTRG.14439"
"956","Zm00001d002479","GRMZM2G342033","MSTRG.14443"
"957","Zm00001d002482","GRMZM2G014534","MSTRG.14448"
"959","Zm00001d002483","GRMZM2G014276","MSTRG.14449"
"961","Zm00001d002485","GRMZM2G354053","MSTRG.14451"
"963","Zm00001d002488","GRMZM2G059689","MSTRG.14436"
"964","Zm00001d002489","GRMZM2G131280","MSTRG.14454"
"966","Zm00001d002490","GRMZM2G090271","MSTRG.14456"
"967","Zm00001d002491","GRMZM2G090279","MSTRG.14458"
"968","Zm00001d002494","GRMZM2G090332","MSTRG.14461"
"970","Zm00001d002495","GRMZM2G300111","MSTRG.14463"
"971","Zm00001d002496","GRMZM2G000166","MSTRG.14464"
"972","Zm00001d002498","GRMZM2G092128","MSTRG.14466"
"973","Zm00001d002499","GRMZM2G092190","MSTRG.14467"
"977","Zm00001d002500","GRMZM2G031904","MSTRG.14470"
"978","Zm00001d002501","GRMZM2G031981","MSTRG.14472"
"981","Zm00001d002503","GRMZM2G032218","MSTRG.14462"
"983","Zm00001d002504","GRMZM2G032260","MSTRG.14468"
"986","Zm00001d002505","GRMZM2G032554","MSTRG.14474"
"987","Zm00001d002510","GRMZM2G100732","MSTRG.13949"
"988","Zm00001d002515","GRMZM2G169553","MSTRG.13958"
"989","Zm00001d002517","GRMZM2G162447","MSTRG.13959"
"990","Zm00001d002519","GRMZM2G024312","MSTRG.13961"
"991","Zm00001d002523","GRMZM2G163067","MSTRG.13956"
"992","Zm00001d002524","GRMZM2G098099","MSTRG.13968"
"993","Zm00001d002530","GRMZM2G014009","MSTRG.13974"
"994","Zm00001d002531","GRMZM2G014187","MSTRG.13975"
"995","Zm00001d002532","GRMZM2G066489","MSTRG.13977"
"996","Zm00001d002533","GRMZM2G405064","MSTRG.13978"
"997","Zm00001d002534","GRMZM2G010011","MSTRG.13978"
"998","Zm00001d002535","GRMZM2G146847","MSTRG.13979"
"999","Zm00001d002536","GRMZM2G146866","MSTRG.13980"
"1000","Zm00001d002537","GRMZM2G016705","MSTRG.13981"
"1001","Zm00001d002538","GRMZM2G314386","MSTRG.13982"
"1002","Zm00001d002539","GRMZM2G017197","MSTRG.13983"
"1003","Zm00001d002540","GRMZM2G314396","MSTRG.13982"
"1004","Zm00001d002541","GRMZM2G314412","MSTRG.13985"
"1005","Zm00001d002542","GRMZM2G479665","MSTRG.13986"
"1006","Zm00001d002543","GRMZM2G479684","MSTRG.13969"
"1007","Zm00001d002544","GRMZM2G318527","MSTRG.13989"
"1009","Zm00001d002545","GRMZM2G421256","MSTRG.13991"
"1010","Zm00001d002547","GRMZM2G120717","MSTRG.13995"
"1011","Zm00001d002548","GRMZM2G120724","MSTRG.13993"
"1012","Zm00001d002549","GRMZM2G076844","MSTRG.13996"
"1014","Zm00001d002550","GRMZM2G076771","MSTRG.13997"
"1017","Zm00001d002553","GRMZM2G303118","MSTRG.14001"
"1021","Zm00001d002555","GRMZM2G129386","MSTRG.14004"
"1022","Zm00001d002557","GRMZM2G430500","MSTRG.14006"
"1023","Zm00001d002558","GRMZM2G129399","MSTRG.14007"
"1024","Zm00001d002562","GRMZM2G102059","MSTRG.14011"
"1026","Zm00001d002564","GRMZM2G050234","MSTRG.14013"
"1028","Zm00001d002565","GRMZM2G050216","MSTRG.14014"
"1029","Zm00001d002566","GRMZM2G464772","MSTRG.14015"
"1030","Zm00001d002569","GRMZM2G038835","MSTRG.14021"
"1031","Zm00001d002570","GRMZM2G038851","MSTRG.14022"
"1033","Zm00001d002572","GRMZM2G341089","MSTRG.14025"
"1036","Zm00001d002573","GRMZM2G109869","MSTRG.14014"
"1038","Zm00001d002576","GRMZM2G318408","MSTRG.14027"
"1039","Zm00001d002579","GRMZM2G426067","MSTRG.13934"
"1040","Zm00001d002580","GRMZM2G125494","MSTRG.13938"
"1042","Zm00001d002584","GRMZM2G153378","MSTRG.13940"
"1043","Zm00001d002589","GRMZM2G164318","MSTRG.14066"
"1044","Zm00001d002590","GRMZM2G164340","MSTRG.14067"
"1045","Zm00001d002591","GRMZM2G164378","MSTRG.14069"
"1046","Zm00001d002592","GRMZM2G164405","MSTRG.14070"
"1049","Zm00001d002593","GRMZM2G164413","MSTRG.14073"
"1050","Zm00001d002594","GRMZM2G164428","MSTRG.14064"
"1052","Zm00001d002595","GRMZM2G114131","MSTRG.14075"
"1054","Zm00001d002596","GRMZM2G114186","MSTRG.14076"
"1056","Zm00001d002597","GRMZM2G114192","MSTRG.14077"
"1064","Zm00001d002598","GRMZM2G114220","MSTRG.14079"
"1066","Zm00001d002599","GRMZM2G114276","MSTRG.14068"
"1067","Zm00001d002600","GRMZM2G080156","MSTRG.14081"
"1068","Zm00001d002601","GRMZM2G080274","MSTRG.14080"
"1070","Zm00001d002602","GRMZM2G556131","MSTRG.14082"
"1071","Zm00001d002603","GRMZM2G106881","MSTRG.14068"
"1080","Zm00001d002607","GRMZM2G003752","MSTRG.14084"
"1082","Zm00001d002609","GRMZM2G303135","MSTRG.14086"
"1083","Zm00001d002610","GRMZM2G476597","MSTRG.14087"
"1084","Zm00001d002611","GRMZM2G175728","MSTRG.14088"
"1085","Zm00001d002613","GRMZM2G086210","MSTRG.14091"
"1086","Zm00001d002614","GRMZM2G086430","MSTRG.14092"
"1087","Zm00001d002615","GRMZM2G086484","MSTRG.14093"
"1088","Zm00001d002616","GRMZM2G161902","MSTRG.14095"
"1089","Zm00001d002617","GRMZM2G161913","MSTRG.14096"
"1090","Zm00001d002618","GRMZM2G368838","MSTRG.14098"
"1091","Zm00001d002621","GRMZM2G068128","MSTRG.14029"
"1093","Zm00001d002623","GRMZM2G080992","MSTRG.14033"
"1094","Zm00001d002625","GRMZM2G128179","MSTRG.14036"
"1095","Zm00001d002629","GRMZM2G096086","MSTRG.14041"
"1098","Zm00001d002630","GRMZM2G095892","MSTRG.14039"
"1099","Zm00001d002631","GRMZM2G076841","MSTRG.14031"
"1100","Zm00001d002632","GRMZM2G379540","MSTRG.14032"
"1101","Zm00001d002637","GRMZM2G371933","MSTRG.14051"
"1102","Zm00001d002639","GRMZM2G072462","MSTRG.14047"
"1103","Zm00001d002640","GRMZM2G125585","MSTRG.14054"
"1104","Zm00001d002641","GRMZM2G125656","MSTRG.14062"
"1108","Zm00001d002644","GRMZM2G318956","MSTRG.14099"
"1113","Zm00001d002656","GRMZM2G117060","MSTRG.14116"
"1114","Zm00001d002658","GRMZM2G176647","MSTRG.14118"
"1115","Zm00001d002659","GRMZM2G145968","MSTRG.14122"
"1116","Zm00001d002661","GRMZM2G057131","MSTRG.14123"
"1118","Zm00001d002662","GRMZM2G138886","MSTRG.14124"
"1121","Zm00001d002663","GRMZM2G082181","MSTRG.14125"
"1122","Zm00001d002665","GRMZM2G384126","MSTRG.14129"
"1123","Zm00001d002666","GRMZM2G142672","MSTRG.14130"
"1124","Zm00001d002668","GRMZM2G142664","MSTRG.14132"
"1127","Zm00001d002669","GRMZM2G041506","MSTRG.14133"
"1128","Zm00001d002671","GRMZM2G410728","MSTRG.14136"
"1129","Zm00001d002673","GRMZM2G109865","MSTRG.14137"
"1130","Zm00001d002675","GRMZM2G101333","MSTRG.14140"
"1131","Zm00001d002676","GRMZM2G101383","MSTRG.14141"
"1135","Zm00001d002677","GRMZM2G101408","MSTRG.14142"
"1136","Zm00001d002678","GRMZM2G322819","MSTRG.14143"
"1137","Zm00001d002679","GRMZM2G027891","MSTRG.14145"
"1138","Zm00001d002680","GRMZM2G088601","MSTRG.14147"
"1140","Zm00001d002682","GRMZM2G019783","MSTRG.14150"
"1142","Zm00001d002684","GRMZM2G019863","MSTRG.14153"
"1145","Zm00001d002685","GRMZM2G019876","MSTRG.14139"
"1146","Zm00001d002687","GRMZM2G020500","MSTRG.14144"
"1147","Zm00001d002688","GRMZM2G175504","MSTRG.14189"
"1148","Zm00001d002690","GRMZM2G174807","MSTRG.14192"
"1155","Zm00001d002693","GRMZM2G349344","MSTRG.14194"
"1157","Zm00001d002694","GRMZM2G047347","MSTRG.14188"
"1158","Zm00001d002695","GRMZM2G388585","MSTRG.14195"
"1159","Zm00001d002696","GRMZM2G087678","MSTRG.14196"
"1161","Zm00001d002698","GRMZM2G163110","MSTRG.14197"
"1162","Zm00001d002700","GRMZM2G036996","MSTRG.14200"
"1163","Zm00001d002703","GRMZM2G099130","MSTRG.14202"
"1164","Zm00001d002704","GRMZM2G144153","MSTRG.14155"
"1165","Zm00001d002707","GRMZM2G120016","MSTRG.14160"
"1166","Zm00001d002708","GRMZM2G143512","MSTRG.14167"
"1168","Zm00001d002711","GRMZM2G171556","MSTRG.14166"
"1180","Zm00001d002712","GRMZM2G469313","MSTRG.14174"
"1182","Zm00001d002713","GRMZM2G071253","MSTRG.14164"
"1185","Zm00001d002714","GRMZM2G071327","MSTRG.14165"
"1186","Zm00001d002715","GRMZM2G044143","MSTRG.14179"
"1187","Zm00001d002716","GRMZM2G003307","MSTRG.14178"
"1188","Zm00001d002718","GRMZM5G825321","MSTRG.14205"
"1189","Zm00001d002720","GRMZM2G162271","MSTRG.14209"
"1190","Zm00001d002721","GRMZM2G162276","MSTRG.14204"
"1191","Zm00001d002723","GRMZM2G162319","MSTRG.14211"
"1192","Zm00001d002724","GRMZM2G462258","MSTRG.14212"
"1193","Zm00001d002725","GRMZM2G462261","MSTRG.14213"
"1196","Zm00001d002726","GRMZM2G162333","MSTRG.14215"
"1197","Zm00001d002728","GRMZM2G077811","MSTRG.14216"
"1199","Zm00001d002729","GRMZM2G170509","MSTRG.14217"
"1200","Zm00001d002730","GRMZM2G170516","MSTRG.14218"
"1203","Zm00001d002731","GRMZM2G170520","MSTRG.14220"
"1204","Zm00001d002732","GRMZM2G132756","MSTRG.14224"
"1208","Zm00001d002733","GRMZM2G132774","MSTRG.14226"
"1209","Zm00001d002734","GRMZM2G132777","MSTRG.14227"
"1212","Zm00001d002735","GRMZM2G458974","MSTRG.14229"
"1213","Zm00001d002736","GRMZM2G158657","MSTRG.14230"
"1215","Zm00001d002737","GRMZM2G084062","MSTRG.14231"
"1216","Zm00001d002738","GRMZM2G121275","MSTRG.14236"
"1217","Zm00001d002739","GRMZM2G121223","MSTRG.14232"
"1220","Zm00001d002740","GRMZM2G702954","MSTRG.14181"
"1221","Zm00001d002741","GRMZM2G101290","MSTRG.14180"
"1222","Zm00001d002742","GRMZM2G101181","MSTRG.14184"
"1225","Zm00001d002743","GRMZM2G078648","MSTRG.14185"
"1226","Zm00001d002746","GRMZM2G411639","MSTRG.14187"
"1227","Zm00001d002747","GRMZM2G028969","Zm00001d002747"
"1229","Zm00001d002750","GRMZM2G105137","MSTRG.14484"
"1232","Zm00001d002751","GRMZM2G139463","MSTRG.14486"
"1236","Zm00001d002753","GRMZM2G044884","MSTRG.14492"
"1237","Zm00001d002754","GRMZM2G044752","MSTRG.14493"
"1242","Zm00001d002755","GRMZM2G347027","MSTRG.14494"
"1244","Zm00001d002756","GRMZM2G346982","MSTRG.14495"
"1245","Zm00001d002757","GRMZM2G328781","MSTRG.14498"
"1246","Zm00001d002758","GRMZM2G026050","MSTRG.14489"
"1247","Zm00001d002759","GRMZM2G175816","MSTRG.14497"
"1250","Zm00001d002760","GRMZM2G475678","MSTRG.14499"
"1253","Zm00001d002762","GRMZM2G055180","MSTRG.14501"
"1256","Zm00001d002768","GRMZM2G337229","MSTRG.14496"
"1258","Zm00001d002770","GRMZM2G086648","MSTRG.14504"
"1265","Zm00001d002771","AC212835.3_FG001","MSTRG.14506"
"1266","Zm00001d002772","AC212835.3_FG002","MSTRG.14507"
"1267","Zm00001d002773","GRMZM5G881965","MSTRG.14508"
"1268","Zm00001d002774","GRMZM5G859526","MSTRG.14502"
"1270","Zm00001d002775","AC212835.3_FG007","MSTRG.14510"
"1271","Zm00001d002776","AC212835.3_FG008","MSTRG.14511"
"1272","Zm00001d002777","AC212835.3_FG010","MSTRG.14512"
"1273","Zm00001d002778","GRMZM5G857992","MSTRG.14513"
"1274","Zm00001d002781","GRMZM2G019919","MSTRG.14516"
"1275","Zm00001d002782","GRMZM2G320827","MSTRG.14518"
"1277","Zm00001d002783","GRMZM2G020701","MSTRG.14519"
"1279","Zm00001d002784","GRMZM2G020826","MSTRG.14521"
"1280","Zm00001d002787","GRMZM2G021044","MSTRG.14522"
"1285","Zm00001d002788","GRMZM2G021530","MSTRG.14523"
"1286","Zm00001d002789","GRMZM2G076950","MSTRG.14524"
"1287","Zm00001d002790","GRMZM2G077002","MSTRG.14514"
"1288","Zm00001d002791","GRMZM2G152194","MSTRG.14527"
"1289","Zm00001d002794","GRMZM2G123387","MSTRG.14529"
"1291","Zm00001d002796","GRMZM2G123373","MSTRG.14530"
"1293","Zm00001d002797","GRMZM2G051179","MSTRG.14525"
"1297","Zm00001d002801","GRMZM2G016649","MSTRG.14532"
"1301","Zm00001d002802","GRMZM2G168917","MSTRG.14535"
"1302","Zm00001d002803","GRMZM2G465188","MSTRG.14536"
"1303","Zm00001d002806","GRMZM2G131982","MSTRG.14539"
"1306","Zm00001d002810","GRMZM2G104166","MSTRG.14546"
"1310","Zm00001d002811","GRMZM2G404973","MSTRG.14541"
"1316","Zm00001d002812","GRMZM2G009208","MSTRG.14549"
"1320","Zm00001d002814","GRMZM2G109217","MSTRG.14545"
"1321","Zm00001d002815","GRMZM2G109244","MSTRG.14553"
"1322","Zm00001d002816","GRMZM2G109262","MSTRG.14554"
"1323","Zm00001d002817","GRMZM5G860469","MSTRG.14555"
"1324","Zm00001d002818","AC234521.1_FG006","MSTRG.14556"
"1325","Zm00001d002819","GRMZM5G825909","MSTRG.14548"
"1326","Zm00001d002820","AC234521.1_FG004","MSTRG.14558"
"1327","Zm00001d002821","AC234521.1_FG007","MSTRG.14559"
"1328","Zm00001d002822","GRMZM5G810061","MSTRG.14562"
"1329","Zm00001d002823","GRMZM2G070863","MSTRG.14563"
"1333","Zm00001d002824","GRMZM2G062554","MSTRG.14560"
"1334","Zm00001d002825","GRMZM2G062471","MSTRG.14561"
"1337","Zm00001d002826","GRMZM2G429254","MSTRG.14565"
"1338","Zm00001d002827","GRMZM2G133854","MSTRG.14563"
"1339","Zm00001d002828","GRMZM2G178998","MSTRG.14477"
"1342","Zm00001d002829","GRMZM2G054795","MSTRG.14480"
"1344","Zm00001d002830","GRMZM2G394450","MSTRG.14583"
"1348","Zm00001d002833","GRMZM2G003784","MSTRG.14584"
"1349","Zm00001d002834","GRMZM2G003769","MSTRG.14586"
"1350","Zm00001d002835","GRMZM2G304745","MSTRG.14587"
"1352","Zm00001d002836","GRMZM2G505380","MSTRG.14588"
"1353","Zm00001d002837","GRMZM2G034668","MSTRG.14589"
"1354","Zm00001d002841","GRMZM2G436523","MSTRG.14592"
"1355","Zm00001d002842","GRMZM2G122937","MSTRG.14593"
"1361","Zm00001d002843","GRMZM2G123202","MSTRG.14594"
"1363","Zm00001d002844","GRMZM2G153268","MSTRG.14597"
"1365","Zm00001d002845","GRMZM2G453311","MSTRG.14599"
"1366","Zm00001d002848","GRMZM2G354909","MSTRG.14596"
"1370","Zm00001d002849","GRMZM2G136469","MSTRG.14603"
"1371","Zm00001d002851","GRMZM2G057930","MSTRG.14605"
"1372","Zm00001d002853","GRMZM2G177923","MSTRG.14608"
"1376","Zm00001d002854","GRMZM2G177937","MSTRG.14609"
"1379","Zm00001d002856","GRMZM2G078526","MSTRG.14613"
"1380","Zm00001d002857","GRMZM2G078440","MSTRG.14615"
"1381","Zm00001d002859","GRMZM2G078373","MSTRG.14617"
"1382","Zm00001d002860","GRMZM2G078279","MSTRG.14612"
"1384","Zm00001d002864","GRMZM2G066820","MSTRG.14604"
"1385","Zm00001d002865","GRMZM2G027049","MSTRG.14622"
"1387","Zm00001d002867","GRMZM2G026926","MSTRG.14624"
"1389","Zm00001d002868","GRMZM2G026656","MSTRG.14625"
"1390","Zm00001d002869","GRMZM2G026558","MSTRG.14626"
"1392","Zm00001d002871","GRMZM2G177812","MSTRG.14628"
"1396","Zm00001d002872","GRMZM2G177866","MSTRG.14631"
"1400","Zm00001d002873","GRMZM2G157207","MSTRG.14628"
"1401","Zm00001d002874","GRMZM2G157196","MSTRG.14629"
"1402","Zm00001d002876","GRMZM2G124371","MSTRG.14568"
"1403","Zm00001d002878","GRMZM5G836429","MSTRG.14570"
"1404","Zm00001d002884","GRMZM2G434557","MSTRG.14577"
"1405","Zm00001d002885","GRMZM2G064124","Zm00001d002885"
"1406","Zm00001d002888","GRMZM2G364328","MSTRG.14634"
"1410","Zm00001d002889","GRMZM2G061928","MSTRG.14635"
"1411","Zm00001d002890","GRMZM2G331250","MSTRG.14636"
"1413","Zm00001d002893","GRMZM2G160175","MSTRG.14638"
"1414","Zm00001d002896","GRMZM2G108228","MSTRG.14637"
"1420","Zm00001d002902","GRMZM2G108077","MSTRG.14645"
"1421","Zm00001d002904","GRMZM2G108624","Zm00001d002904"
"1422","Zm00001d002905","GRMZM2G383883","MSTRG.14648"
"1423","Zm00001d002917","GRMZM2G337792","MSTRG.14651"
"1424","Zm00001d002919","GRMZM5G827171","MSTRG.14660"
"1425","Zm00001d002925","GRMZM2G031360","MSTRG.14663"
"1433","Zm00001d002928","GRMZM5G817182","MSTRG.14666"
"1434","Zm00001d002929","GRMZM5G808366","MSTRG.14667"
"1435","Zm00001d002933","AC212859.3_FG007","MSTRG.14748"
"1436","Zm00001d002934","AC212859.3_FG008","MSTRG.14749"
"1438","Zm00001d002936","GRMZM2G376731","MSTRG.14745"
"1441","Zm00001d002938","GRMZM2G357972","MSTRG.14754"
"1445","Zm00001d002939","GRMZM2G123122","MSTRG.14753"
"1447","Zm00001d002941","GRMZM2G127591","MSTRG.14759"
"1449","Zm00001d002943","GRMZM2G002642","MSTRG.14757"
"1457","Zm00001d002944","GRMZM2G177273","MSTRG.14755"
"1458","Zm00001d002945","GRMZM2G176677","MSTRG.14761"
"1463","Zm00001d002946","GRMZM2G176881","MSTRG.14762"
"1465","Zm00001d002949","GRMZM2G438841","MSTRG.14764"
"1466","Zm00001d002950","GRMZM2G138125","MSTRG.14766"
"1468","Zm00001d002951","GRMZM2G138190","MSTRG.14767"
"1469","Zm00001d002952","GRMZM2G039845","MSTRG.14768"
"1470","Zm00001d002953","GRMZM2G039711","MSTRG.14769"
"1472","Zm00001d002954","GRMZM2G113990","MSTRG.14775"
"1476","Zm00001d002955","GRMZM2G114149","MSTRG.14760"
"1477","Zm00001d002956","GRMZM2G113990","MSTRG.14778"
"1481","Zm00001d002958","GRMZM2G114153","MSTRG.14763"
"1482","Zm00001d002959","GRMZM2G413887","MSTRG.14773"
"1483","Zm00001d002960","GRMZM2G474575","MSTRG.14780"
"1484","Zm00001d002961","GRMZM2G171410","MSTRG.14781"
"1485","Zm00001d002962","GRMZM2G062024","MSTRG.14765"
"1489","Zm00001d002965","GRMZM2G362413","MSTRG.14770"
"1490","Zm00001d002966","GRMZM2G062179","MSTRG.14771"
"1492","Zm00001d002967","GRMZM2G062412","MSTRG.14784"
"1493","Zm00001d002968","GRMZM2G474929","MSTRG.14788"
"1494","Zm00001d002969","GRMZM2G474883","MSTRG.14790"
"1495","Zm00001d002970","GRMZM2G021786","MSTRG.14792"
"1496","Zm00001d002971","GRMZM2G021694","MSTRG.14794"
"1498","Zm00001d002974","GRMZM2G024196","MSTRG.14800"
"1502","Zm00001d002975","GRMZM2G161530","MSTRG.14803"
"1503","Zm00001d002979","GRMZM2G433076","MSTRG.14809"
"1504","Zm00001d002980","GRMZM2G133012","MSTRG.14810"
